GENE,"PATHWAY Z-SCORE
"
ZAP70,"0.4417660917519294
"
IGHV1-62-2,"0.4417660917519294
"
PDE4B,"0.4417660917519294
"
IGLC2,"0.4417660917519294
"
IGLC1,"0.4417660917519294
"
RBCK1,"0.4417660917519294
"
IGHV1-53,"0.4417660917519294
"
IGHV1-11,"0.4417660917519294
"
CD247,"0.4417660917519294
"
CD3E,"0.4417660917519294
"
MS4A1,"0.4417660917519294
"
CD19,"0.4417660917519294
"
MILL2,"0.4417660917519294
"
C8G,"0.4417660917519294
"
C8B,"0.4417660917519294
"
CNR1,"0.4417660917519294
"
RAB34,"0.4417660917519294
"
IGHV8-2,"0.4417660917519294
"
LCP2,"0.4417660917519294
"
XRCC5,"0.4417660917519294
"
C9,"0.4417660917519294
"
RBM14,"0.4417660917519294
"
IGLL1,"0.4417660917519294
"
BTNL6,"0.4417660917519294
"
BTNL4,"0.4417660917519294
"
BTNL1,"0.4417660917519294
"
IGKC,"0.4417660917519294
"
MGI:96492,"0.4417660917519294
"
MGI:96461,"0.4417660917519294
"
IGHD,"0.4417660917519294
"
IGHA,"1.9847003893853126
"
CD79B,"0.4417660917519294
"
IFI204,"0.4417660917519294
"
IFI203,"0.4417660917519294
"
IDO1,"0.4417660917519294
"
IFNL2,"0.4417660917519294
"
IGHV9-3,"0.4417660917519294
"
P01852,"0.4417660917519294
"
P01851,"0.4417660917519294
"
P01843,"0.4417660917519294
"
P01823,"0.4417660917519294
"
P01822,"0.4417660917519294
"
P01820,"0.4417660917519294
"
P01819,"0.4417660917519294
"
P01812,"0.4417660917519294
"
P01811,"0.4417660917519294
"
P01810,"0.4417660917519294
"
P01807,"0.4417660917519294
"
P01804,"0.4417660917519294
"
P01803,"0.4417660917519294
"
P01802,"0.4417660917519294
"
P01801,"0.4417660917519294
"
P01800,"0.4417660917519294
"
IGHV1-85,"0.4417660917519294
"
IGHV8-8,"0.4417660917519294
"
GSDME,"0.4417660917519294
"
P01799,"0.4417660917519294
"
P01798,"0.4417660917519294
"
P01797,"0.4417660917519294
"
P01795,"0.4417660917519294
"
P01794,"0.4417660917519294
"
P01789,"0.4417660917519294
"
P01788,"0.4417660917519294
"
P01787,"0.4417660917519294
"
P01759,"0.4417660917519294
"
P01757,"0.4417660917519294
"
P01756,"0.4417660917519294
"
P01753,"0.4417660917519294
"
IGHG,"0.4417660917519294
"
IRGM2,"0.4417660917519294
"
FPR3,"0.4417660917519294
"
IGHV6-4,"0.4417660917519294
"
KCNN4,"0.4417660917519294
"
GM36028,"0.4417660917519294
"
CTSG,"0.4417660917519294
"
TOMM70A,"0.4417660917519294
"
CTLA4,"0.4417660917519294
"
CSK,"0.4417660917519294
"
CRP,"0.4417660917519294
"
IGLC4,"0.4417660917519294
"
PRKCB,"0.4417660917519294
"
CFP,"0.4417660917519294
"
IGHV5-4,"0.4417660917519294
"
KLHL6,"0.4417660917519294
"
BCAR1,"0.4417660917519294
"
BAG6,"0.4417660917519294
"
ZBP1,"0.4417660917519294
"
CFB,"0.4417660917519294
"
CFI,"0.4417660917519294
"
MPTX1,"0.4417660917519294
"
SPPL3,"0.4417660917519294
"
IFI209,"0.4417660917519294
"
PHPT1,"0.4417660917519294
"
IKBKG,"0.4417660917519294
"
LCK,"0.4417660917519294
"
HMGB2,"0.4417660917519294
"
HEXIM1,"0.4417660917519294
"
IGHV3-4,"0.4417660917519294
"
ENTPD7,"-0.07254534079253165
"
CDC37,"-0.07254534079253165
"
TSPAN32,"-0.07254534079253165
"
ECM1,"-0.07254534079253165
"
TARBP2,"-0.07254534079253165
"
FKBP1A,"-0.07254534079253165
"
FCRL6,"-0.07254534079253165
"
PSMA1,"-0.07254534079253165
"
MAPKBP1,"-0.07254534079253165
"
SYT11,"-0.07254534079253165
"
SMAD3,"-0.07254534079253165
"
CD200,"-0.07254534079253165
"
PPP2R3C,"0.18461037547969886
"
OAS3,"-0.07254534079253165
"
IFNA1,"-0.07254534079253165
"
CREB3,"0.18461037547969886
"
TTLL12,"-0.07254534079253165
"
TRIM21,"-0.07254534079253165
"
PIGR,"-0.07254534079253165
"
CLEC4D,"0.18461037547969886
"
YTHDF2,"-0.07254534079253165
"
CNOT7,"-0.07254534079253165
"
FCGR4,"-0.07254534079253165
"
CACTIN,"-0.07254534079253165
"
GPX2,"-0.07254534079253165
"
FGL1,"-0.07254534079253165
"
COL3A1,"-0.07254534079253165
"
ISG15,"-0.07254534079253165
"
ADAR,"-0.07254534079253165
"
SIRT2,"-0.07254534079253165
"
TRIM38,"-0.07254534079253165
"
NLRX1,"-0.07254534079253165
"
TREML4,"-0.07254534079253165
"
APOE,"-0.07254534079253165
"
STAT2,"-0.07254534079253165
"
STAT1,"-0.07254534079253165
"
OSCAR,"-0.07254534079253165
"
CCL5,"0.18461037547969886
"
IFNLR1,"-0.07254534079253165
"
PML,"-0.07254534079253165
"
INPP5D,"0.18461037547969886
"
SOCS1,"0.18461037547969886
"
CTSH,"-0.07254534079253165
"
DCST1,"-0.07254534079253165
"
NPLOC4,"-0.07254534079253165
"
ZC3HAV1,"-0.07254534079253165
"
NLRC3,"-0.07254534079253165
"
SELENOK,"0.18461037547969886
"
MUL1,"-0.07254534079253165
"
GATA6,"-0.07254534079253165
"
SPNS2,"-0.07254534079253165
"
MYO1F,"-0.07254534079253165
"
CASP8,"0.18461037547969886
"
RNF135,"-0.07254534079253165
"
PLA2G2D,"-0.07254534079253165
"
ZMPSTE24,"-0.07254534079253165
"
DNAJA3,"0.18461037547969886
"
PPARG,"-0.07254534079253165
"
ADCYAP1,"-0.07254534079253165
"
APOBEC3,"-0.07254534079253165
"
USP15,"-0.07254534079253165
"
PPM1B,"-0.07254534079253165
"
PCBP2,"-0.07254534079253165
"
NPY5R,"-0.07254534079253165
"
TRAF3,"-0.07254534079253165
"
DNASE2A,"-0.07254534079253165
"
NLRP6,"-0.07254534079253165
"
SPPL2A,"-0.07254534079253165
"
DTX3L,"-0.07254534079253165
"
SAC3D1,"-0.07254534079253165
"
CLEC4E,"-0.07254534079253165
"
SERPINB1A,"-0.07254534079253165
"
FCRLB,"-0.07254534079253165
"
LYAR,"-0.07254534079253165
"
TRAFD1,"-0.07254534079253165
"
GBP4,"-0.07254534079253165
"
ERCC6,"-0.07254534079253165
"
GPATCH3,"-0.07254534079253165
"
PIANP,"-0.07254534079253165
"
TYRO3,"-0.07254534079253165
"
YTHDF3,"-0.07254534079253165
"
BTLA,"-0.07254534079253165
"
SEC14L1,"-0.07254534079253165
"
RNF26,"-0.07254534079253165
"
SELENOS,"-0.07254534079253165
"
TRAF3IP1,"-0.07254534079253165
"
OLFM4,"-0.07254534079253165
"
PHF11A,"-0.07254534079253165
"
ZDHHC11,"-0.07254534079253165
"
TKFC,"-0.07254534079253165
"
N4BP1,"-0.07254534079253165
"
TRIM44,"-0.07254534079253165
"
ZDHHC1,"-0.07254534079253165
"
ARG2,"-0.07254534079253165
"
OTOP1,"-0.07254534079253165
"
GPR17,"-0.07254534079253165
"
TRAF3IP2,"-0.07254534079253165
"
ITCH,"0.18461037547969886
"
HCST,"-0.07254534079253165
"
RNF216,"-0.07254534079253165
"
CD8B1,"-0.07254534079253165
"
CCR1,"0.18461037547969886
"
HTRA1,"-0.07254534079253165
"
PSMB4,"-0.07254534079253165
"
GPR108,"-0.07254534079253165
"
UFD1,"-0.07254534079253165
"
SPPL2B,"-0.07254534079253165
"
METTL3,"-0.07254534079253165
"
SMPDL3B,"-0.07254534079253165
"
WASHC1,"-0.07254534079253165
"
TSPAN6,"-0.07254534079253165
"
ILRUN,"-0.07254534079253165
"
LRP8,"-0.07254534079253165
"
ELMOD2,"-0.07254534079253165
"
PARP14,"-0.07254534079253165
"
SAMHD1,"-0.07254534079253165
"
FAM3A,"-0.07254534079253165
"
PTPRD,"-0.07254534079253165
"
CLEC12A,"-0.07254534079253165
"
USP18,"-0.07254534079253165
"
GPX1,"-0.07254534079253165
"
PDCD1,"-0.07254534079253165
"
CTSC,"-0.07254534079253165
"
ADAM10,"-0.32970105706476216
"
EPO,"-0.32970105706476216
"
SELL,"-0.32970105706476216
"
SELP,"-0.32970105706476216
"
PLVAP,"-0.32970105706476216
"
SOX4,"-0.32970105706476216
"
SPTA1,"-0.32970105706476216
"
MIA3,"-0.32970105706476216
"
EDN3,"-0.32970105706476216
"
EDN2,"-0.32970105706476216
"
SLC9B2,"-0.32970105706476216
"
FOS,"-0.32970105706476216
"
FLT3L,"-0.32970105706476216
"
BLOC1S3,"-0.32970105706476216
"
TRIB1,"-0.32970105706476216
"
H2-AA,"-0.07254534079253165
"
CD300LB,"-0.32970105706476216
"
ASXL2,"-0.32970105706476216
"
LRRK2,"-0.32970105706476216
"
CCDC88B,"-0.07254534079253165
"
MED23,"-0.32970105706476216
"
PTK2,"-0.07254534079253165
"
TACR1,"-0.32970105706476216
"
TAC1,"-0.07254534079253165
"
BMI1,"-0.07254534079253165
"
EDN1,"-0.32970105706476216
"
BDKRB1,"-0.32970105706476216
"
SLC7A1,"-0.32970105706476216
"
SOX13,"-0.32970105706476216
"
SOX12,"-0.32970105706476216
"
MIR223,"-0.32970105706476216
"
POU4F2,"-0.32970105706476216
"
ITPKB,"-0.32970105706476216
"
ZFP609,"-0.32970105706476216
"
ICOS,"-0.32970105706476216
"
EFNB3,"-0.32970105706476216
"
GPAM,"-0.07254534079253165
"
VEGFC,"-0.32970105706476216
"
DLK1,"-0.32970105706476216
"
SWAP70,"-0.07254534079253165
"
WNT3A,"-0.32970105706476216
"
TRP53,"-0.07254534079253165
"
PF4,"-0.07254534079253165
"
FLOT2,"-0.32970105706476216
"
AP3B1,"-0.32970105706476216
"
NKAP,"-0.32970105706476216
"
CCR6,"-0.07254534079253165
"
VCAM1,"-0.32970105706476216
"
MCU,"-0.32970105706476216
"
MAPK3,"-0.32970105706476216
"
BAD,"-0.32970105706476216
"
CAV1,"-0.32970105706476216
"
EFNB1,"-0.32970105706476216
"
RUNX3,"-0.32970105706476216
"
THBS1,"-0.32970105706476216
"
TGFBR2,"-0.32970105706476216
"
MOSPD2,"-0.32970105706476216
"
CREB1,"-0.32970105706476216
"
CD209E,"-0.32970105706476216
"
VEGFB,"-0.32970105706476216
"
TIMD2,"-0.32970105706476216
"
HAVCR1,"-0.32970105706476216
"
TSLP,"-0.07254534079253165
"
CCL27A,"-0.32970105706476216
"
CFTR,"-0.32970105706476216
"
NCK2,"-0.32970105706476216
"
SH3KBP1,"-0.32970105706476216
"
CRLF2,"-0.07254534079253165
"
PELI1,"-0.32970105706476216
"
GLI3,"-0.32970105706476216
"
KLF10,"-0.32970105706476216
"
RHOA,"-0.32970105706476216
"
GNAS,"-0.32970105706476216
"
OXSR1,"-0.32970105706476216
"
CXCL17,"-0.32970105706476216
"
ATP6AP1,"-0.32970105706476216
"
NCK1,"-0.32970105706476216
"
HAX1,"-0.32970105706476216
"
THBS4,"-0.32970105706476216
"
APP,"-0.07254534079253165
"
SELE,"-0.32970105706476216
"
CCL4,"-0.07254534079253165
"
CCL3,"-0.07254534079253165
"
CCL1,"-0.07254534079253165
"
AIF1,"-0.32970105706476216
"
BLM,"-0.32970105706476216
"
CD83,"-0.32970105706476216
"
EPHB4,"-0.32970105706476216
"
GM12169,"-0.32970105706476216
"
PDGFD,"-0.32970105706476216
"
CD320,"-0.32970105706476216
"
IL15RA,"-0.32970105706476216
"
RUNX1,"-0.32970105706476216
"
CBFB,"-0.32970105706476216
"
CLEC4B2,"-0.32970105706476216
"
ZFP335,"-0.32970105706476216
"
ID2,"-0.32970105706476216
"
ICAM1,"-0.07254534079253165
"
TMEM64,"-0.32970105706476216
"
TTBK1,"-0.32970105706476216
"
HPS1,"-0.32970105706476216
"
RASAL3,"-0.32970105706476216
"
PLA2G7,"-0.32970105706476216
"
HSF1,"-0.32970105706476216
"
AQP3,"-0.32970105706476216
"
GM9733,"-0.32970105706476216
"
TNFSF14,"-0.07254534079253165
"
PCID2,"-0.32970105706476216
"
CD99L2,"-0.32970105706476216
"
CTNNBIP1,"-0.32970105706476216
"
LYST,"-0.07254534079253165
"
AP3D1,"-0.32970105706476216
"
AKIRIN1,"-0.32970105706476216
"
PIK3CB,"-0.32970105706476216
"
JUND,"-0.32970105706476216
"
JUN,"-0.32970105706476216
"
ITGB3,"-0.32970105706476216
"
ITGAL,"-0.07254534079253165
"
ITGA4,"-0.32970105706476216
"
ITGA2B,"-0.32970105706476216
"
ITGA2,"-0.32970105706476216
"
MPL,"-0.32970105706476216
"
DPPA1,"-0.32970105706476216
"
TAFA3,"-0.32970105706476216
"
IL7,"-0.07254534079253165
"
IL6ST,"-0.32970105706476216
"
IL3,"-0.07254534079253165
"
IL2RG,"-0.32970105706476216
"
IL2RA,"-0.07254534079253165
"
ZBTB46,"-0.32970105706476216
"
MMP8,"-0.32970105706476216
"
P2RX4,"-0.32970105706476216
"
LGALS8,"-0.07254534079253165
"
PTK2B,"-0.07254534079253165
"
PIK3CD,"-0.07254534079253165
"
RIPOR2,"-0.32970105706476216
"
SIRPB1A,"-0.32970105706476216
"
KITL,"-0.32970105706476216
"
MDK,"-0.07254534079253165
"
PTGER4,"-0.07254534079253165
"
IL20,"-0.32970105706476216
"
ADK,"-0.32970105706476216
"
CHRNB2,"-0.32970105706476216
"
CXCL10,"-0.07254534079253165
"
NOTCH2,"-0.07254534079253165
"
PTGER3,"-0.32970105706476216
"
IKZF1,"-0.32970105706476216
"
DCSTAMP,"-0.32970105706476216
"
SERPINE1,"-0.07254534079253165
"
CCL21A,"-0.07254534079253165
"
EFNB2,"-0.32970105706476216
"
PGF,"-0.32970105706476216
"
HSPH1,"-0.32970105706476216
"
MMP14,"-0.32970105706476216
"
ZFP580,"-0.32970105706476216
"
DEFB25,"-0.07254534079253165
"
BC053393,"-0.32970105706476216
"
SIRPB1B,"-0.32970105706476216
"
SIRPA,"-0.07254534079253165
"
TOX,"-0.32970105706476216
"
TNFSF11,"-0.07254534079253165
"
DHPS,"-0.32970105706476216
"
CD80,"-0.07254534079253165
"
NINJ1,"-0.32970105706476216
"
CCL12,"-0.07254534079253165
"
RIPK1,"-0.32970105706476216
"
GPR68,"-0.32970105706476216
"
MYD88,"-0.07254534079253165
"
IL1RL2,"-0.07254534079253165
"
CCL20,"-0.07254534079253165
"
HAMP,"-0.07254534079253165
"
BST1,"-0.32970105706476216
"
CXCR2,"-0.07254534079253165
"
RB1,"-0.32970105706476216
"
TEX101,"-0.32970105706476216
"
IL16,"-0.32970105706476216
"
CAMK1D,"-0.32970105706476216
"
TESC,"-0.32970105706476216
"
CD99,"-0.32970105706476216
"
FGF10,"-0.32970105706476216
"
GSK3B,"-0.32970105706476216
"
CLEC7A,"-0.32970105706476216
"
GPR183,"-0.07254534079253165
"
IL34,"-0.07254534079253165
"
BLOC1S6,"-0.32970105706476216
"
CXCL13,"-0.07254534079253165
"
S100A14,"-0.32970105706476216
"
SIRPB1C,"-0.32970105706476216
"
JAM3,"-0.07254534079253165
"
JAM2,"-0.32970105706476216
"
MMP9,"-0.32970105706476216
"
LIF,"-0.07254534079253165
"
TNIP2,"-0.32970105706476216
"
STK39,"-0.32970105706476216
"
PDCD1LG2,"-0.07254534079253165
"
SART1,"-0.32970105706476216
"
RARRES2,"-0.07254534079253165
"
CEBPA,"-0.32970105706476216
"
TNFRSF18,"-0.32970105706476216
"
CCL24,"-0.07254534079253165
"
ZMIZ1,"-0.32970105706476216
"
CD6,"-0.07254534079253165
"
CXCL12,"-0.07254534079253165
"
DOCK8,"-0.32970105706476216
"
GPSM3,"-0.32970105706476216
"
ROR2,"-0.32970105706476216
"
DNM1L,"-0.32970105706476216
"
ATP11C,"-0.32970105706476216
"
CX3CL1,"-0.07254534079253165
"
RHOH,"-0.32970105706476216
"
CD101,"-0.32970105706476216
"
OCSTAMP,"-0.32970105706476216
"
GM5150,"-0.32970105706476216
"
KLRH1,"-0.32970105706476216
"
ZBTB16,"-0.32970105706476216
"
AXL,"-0.07254534079253165
"
MSTN,"-0.32970105706476216
"
GAS6,"-0.07254534079253165
"
P2RY12,"-0.32970105706476216
"
LGMN,"-0.32970105706476216
"
TMEM102,"-0.32970105706476216
"
SHH,"-0.32970105706476216
"
PRDM1,"-0.07254534079253165
"
CD5,"-0.32970105706476216
"
TCF3,"-0.32970105706476216
"
AOC3,"-0.32970105706476216
"
EGR3,"-0.32970105706476216
"
CAR2,"-0.32970105706476216
"
CALR,"-0.32970105706476216
"
CCR1L1,"-0.07254534079253165
"
HCLS1,"-0.32970105706476216
"
CDKN1A,"-0.32970105706476216
"
PPARGC1B,"-0.32970105706476216
"
EVI2B,"-0.32970105706476216
"
NOD1,"-0.07254534079253165
"
IL1A,"-0.07254534079253165
"
IHH,"-0.32970105706476216
"
CORO1A,"-0.07254534079253165
"
IGFBP2,"-0.32970105706476216
"
IGF1,"-0.32970105706476216
"
DAPK2,"-0.32970105706476216
"
TLR6,"-0.07254534079253165
"
SLC4A1,"-0.32970105706476216
"
TNFSF9,"-0.07254534079253165
"
IRS2,"-0.32970105706476216
"
F7,"-0.32970105706476216
"
ANO6,"-0.32970105706476216
"
EPHB6,"-0.07254534079253165
"
ADAM17,"-0.07254534079253165
"
VEGFA,"-0.07254534079253165
"
VNN1,"-0.07254534079253165
"
IL36B,"-0.07254534079253165
"
PRSS56,"-0.32970105706476216
"
TRPV4,"-0.32970105706476216
"
PRKCA,"-0.32970105706476216
"
PECAM1,"-0.32970105706476216
"
GFI1B,"-0.32970105706476216
"
VEGFD,"-0.32970105706476216
"
MADCAM1,"-0.32970105706476216
"
CXCL14,"-0.07254534079253165
"
EDNRA,"-0.32970105706476216
"
CSF1R,"-0.07254534079253165
"
CSF1,"-0.07254534079253165
"
RAG1,"-0.07254534079253165
"
RAC1,"-0.32970105706476216
"
PTN,"-0.32970105706476216
"
DYSF,"-0.07254534079253165
"
HCAR2,"-0.32970105706476216
"
HES1,"-0.32970105706476216
"
LGALS1,"-0.07254534079253165
"
LEF1,"-0.07254534079253165
"
POU4F1,"-0.32970105706476216
"
ZFP36L1,"-0.32970105706476216
"
LMO1,"-0.5868567733369927
"
ACVR2A,"-0.5868567733369927
"
ETS1,"-0.5868567733369927
"
BPI,"-0.32970105706476216
"
ZC3H12D,"-0.5868567733369927
"
ERBB2,"-0.5868567733369927
"
RNF41,"-0.5868567733369927
"
CNOT4,"-0.5868567733369927
"
SOS2,"-0.5868567733369927
"
PAG1,"-0.32970105706476216
"
GABPA,"-0.5868567733369927
"
STAT3,"-0.32970105706476216
"
FUT4,"-0.5868567733369927
"
FSHR,"-0.5868567733369927
"
FSHB,"-0.5868567733369927
"
FLT3,"-0.5868567733369927
"
FGFR3,"-0.5868567733369927
"
LRCH1,"-0.5868567733369927
"
MARCHF7,"-0.5868567733369927
"
SLC7A11,"-0.5868567733369927
"
GPR55,"-0.5868567733369927
"
SLIT2,"-0.5868567733369927
"
LEO1,"-0.5868567733369927
"
ZFP36,"-0.5868567733369927
"
PILRB1,"-0.5868567733369927
"
CD300LF,"-0.5868567733369927
"
CCL28,"-0.32970105706476216
"
ZFP608,"-0.5868567733369927
"
PTPRE,"-0.5868567733369927
"
TJP2,"-0.5868567733369927
"
CYP26B1,"-0.5868567733369927
"
YTHDF1,"-0.5868567733369927
"
ADGRF5,"-0.5868567733369927
"
SCRIB,"-0.5868567733369927
"
PRDM16,"-0.5868567733369927
"
TAL1,"-0.5868567733369927
"
BMP4,"-0.5868567733369927
"
SETD1A,"-0.5868567733369927
"
PJA2,"-0.32970105706476216
"
PRXL2A,"-0.5868567733369927
"
SOX9,"-0.5868567733369927
"
SOX11,"-0.5868567733369927
"
SOS1,"-0.5868567733369927
"
THOC5,"-0.5868567733369927
"
CCN3,"-0.5868567733369927
"
STK10,"-0.5868567733369927
"
DDT,"-0.5868567733369927
"
CD200R1,"-0.5868567733369927
"
CST7,"-0.32970105706476216
"
RCOR1,"-0.5868567733369927
"
FAS,"-0.32970105706476216
"
FBN1,"-0.5868567733369927
"
SPHK1,"-0.5868567733369927
"
TIGIT,"-0.5868567733369927
"
SIT1,"-0.32970105706476216
"
NRARP,"-0.5868567733369927
"
ADTRP,"-0.5868567733369927
"
ADIPOQ,"-0.5868567733369927
"
GPNMB,"-0.5868567733369927
"
FAM210B,"-0.5868567733369927
"
LMO2,"-0.5868567733369927
"
PRMT1,"-0.5868567733369927
"
SCGB1A1,"-0.5868567733369927
"
SFTPD,"-0.32970105706476216
"
ESRRA,"-0.5868567733369927
"
SVA,"-0.5868567733369927
"
PRDX2,"-0.5868567733369927
"
TNFAIP8L2,"-0.32970105706476216
"
FBXO7,"-0.5868567733369927
"
PIP,"-0.5868567733369927
"
DCAF15,"-0.5868567733369927
"
IL17D,"-0.5868567733369927
"
CEBPB,"-0.32970105706476216
"
DROSHA,"-0.32970105706476216
"
NR1H3,"-0.5868567733369927
"
CSF3,"-0.32970105706476216
"
BCL6B,"-0.32970105706476216
"
HIF1A,"-0.5868567733369927
"
CDC73,"-0.5868567733369927
"
TAPBPL,"-0.5868567733369927
"
CUL4A,"-0.5868567733369927
"
GGT1,"-0.5868567733369927
"
GNRH1,"-0.5868567733369927
"
FOXN1,"-0.5868567733369927
"
KAT7,"-0.5868567733369927
"
KAT2A,"-0.5868567733369927
"
APOD,"-0.5868567733369927
"
APC,"-0.5868567733369927
"
SH3RF1,"-0.5868567733369927
"
LGALS7,"-0.5868567733369927
"
NFKBIA,"-0.5868567733369927
"
CDKN2A,"-0.5868567733369927
"
MEIS1,"-0.5868567733369927
"
SLAMF7,"-0.32970105706476216
"
ADRM1,"-0.5868567733369927
"
CLDN18,"-0.5868567733369927
"
TWIST2,"-0.5868567733369927
"
RORA,"-0.32970105706476216
"
DLL1,"-0.32970105706476216
"
CNR2,"-0.5868567733369927
"
KLF13,"-0.5868567733369927
"
SLC7A2,"-0.5868567733369927
"
TMEM131L,"-0.5868567733369927
"
DLG1,"-0.32970105706476216
"
ATM,"-0.5868567733369927
"
SOCS6,"-0.5868567733369927
"
NF1,"-0.5868567733369927
"
CARTPT,"-0.5868567733369927
"
HSPA9,"-0.5868567733369927
"
HSPB1,"-0.5868567733369927
"
MIR150,"-0.5868567733369927
"
MIR125A,"-0.5868567733369927
"
MUC5B,"-0.32970105706476216
"
TMEM178,"-0.5868567733369927
"
SLC8B1,"-0.5868567733369927
"
DICER1,"-0.32970105706476216
"
RBM15,"-0.5868567733369927
"
MST1,"-0.5868567733369927
"
HBB-B2,"-0.5868567733369927
"
TSC22D3,"-0.5868567733369927
"
MTURN,"-0.5868567733369927
"
GPR18,"-0.5868567733369927
"
RIN3,"-0.5868567733369927
"
CASP3,"-0.5868567733369927
"
HMGB3,"-0.32970105706476216
"
MYSM1,"-0.5868567733369927
"
INHBA,"-0.5868567733369927
"
PADI2,"-0.5868567733369927
"
AIRE,"-0.32970105706476216
"
MFHAS1,"-0.32970105706476216
"
FANCA,"-0.5868567733369927
"
CD209A,"-0.5868567733369927
"
MERTK,"-0.5868567733369927
"
LOX,"-0.5868567733369927
"
GPR137,"-0.5868567733369927
"
RHBDD3,"-0.5868567733369927
"
AKT1,"-0.5868567733369927
"
H4C18,"-0.5868567733369927
"
PLA2G2F,"-0.32970105706476216
"
ORM2,"-0.5868567733369927
"
ORM1,"-0.5868567733369927
"
LAT,"-0.32970105706476216
"
WDR61,"-0.5868567733369927
"
NME2,"-0.5868567733369927
"
NME1,"-0.5868567733369927
"
IKZF3,"-0.5868567733369927
"
DTX1,"-0.5868567733369927
"
DUSP1,"-0.5868567733369927
"
PLCB1,"-0.5868567733369927
"
CCL21B,"-0.32970105706476216
"
SDC4,"-0.5868567733369927
"
SVAL2,"-0.5868567733369927
"
ZNHIT1,"-0.5868567733369927
"
MAFB,"-0.5868567733369927
"
RASSF2,"-0.5868567733369927
"
SFRP1,"-0.5868567733369927
"
THPO,"-0.5868567733369927
"
MEIS2,"-0.5868567733369927
"
EMILIN1,"-0.5868567733369927
"
GAS2L1,"-0.5868567733369927
"
LRFN5,"-0.5868567733369927
"
FUT9,"-0.5868567733369927
"
FANCD2,"-0.5868567733369927
"
H4C17,"-0.5868567733369927
"
H4C12,"-0.5868567733369927
"
H4C11,"-0.5868567733369927
"
H4C9,"-0.5868567733369927
"
H4C6,"-0.5868567733369927
"
H4C4,"-0.5868567733369927
"
H4C3,"-0.5868567733369927
"
H4C2,"-0.5868567733369927
"
H4C1,"-0.5868567733369927
"
LRRC32,"-0.5868567733369927
"
PIAS3,"-0.5868567733369927
"
INPP4B,"-0.5868567733369927
"
SMAP1,"-0.5868567733369927
"
ST3GAL4,"-0.5868567733369927
"
PHLPP1,"-0.5868567733369927
"
GPR137B,"-0.5868567733369927
"
RBP1,"-0.5868567733369927
"
RARG,"-0.5868567733369927
"
RAB7B,"-0.32970105706476216
"
TARM1,"-0.32970105706476216
"
MAPK14,"-0.5868567733369927
"
BANK1,"-0.5868567733369927
"
PRELID1,"-0.5868567733369927
"
PAF1,"-0.5868567733369927
"
GPR171,"-0.5868567733369927
"
SCIN,"-0.5868567733369927
"
SMPD3,"-0.5868567733369927
"
CXCR3,"-0.32970105706476216
"
RBFOX2,"-0.5868567733369927
"
PITHD1,"-0.5868567733369927
"
SLC46A2,"-0.5868567733369927
"
TFF2,"-0.5868567733369927
"
CDK6,"-0.5868567733369927
"
SNCA,"-0.32970105706476216
"
TMEM176A,"-0.5868567733369927
"
CCL25,"-0.32970105706476216
"
SENP1,"-0.5868567733369927
"
MSN,"-0.5868567733369927
"
GLMN,"-0.5868567733369927
"
TNFRSF13B,"-0.32970105706476216
"
TMEM176B,"-0.5868567733369927
"
TCIM,"-0.32970105706476216
"
H4C8,"-0.5868567733369927
"
H4F16,"-0.5868567733369927
"
ZC3H8,"-0.5868567733369927
"
MAPK8IP1,"-0.5868567733369927
"
LDB1,"-0.5868567733369927
"
ADORA2A,"-0.5868567733369927
"
ADORA1,"-0.5868567733369927
"
TCTA,"-0.5868567733369927
"
SVAL1,"-0.5868567733369927
"
PLA2G10,"-0.32970105706476216
"
EIF6,"-0.5868567733369927
"
KDM1A,"-0.5868567733369927
"
H2-OB,"-0.5868567733369927
"
H2-OA,"-0.5868567733369927
"
DLG5,"-0.5868567733369927
"
SVAL3,"-0.5868567733369927
"
SHPK,"-0.5868567733369927
"
MILR1,"-0.32970105706476216
"
MMP28,"-0.5868567733369927
"
ZBTB7A,"-0.5868567733369927
"
LRRC17,"-0.5868567733369927
"
PIBF1,"-0.5868567733369927
"
GATA1,"-0.5868567733369927
"
GAL,"-0.5868567733369927
"
P4HTM,"-0.5868567733369927
"
MTOR,"-0.32970105706476216
"
RHOG,"-0.5868567733369927
"
CLEC2G,"-0.5868567733369927
"
ATG7,"-0.32970105706476216
"
CIB1,"-0.5868567733369927
"
FBXW7,"-0.5868567733369927
"
GREM1,"-0.5868567733369927
"
ZEB1,"-0.5868567733369927
"
CD9,"-0.5868567733369927
"
CD68,"-0.32970105706476216
"
MTUS1,"-0.5868567733369927
"
TFE3,"-0.32970105706476216
"
TCF7,"-0.5868567733369927
"
CTNNB1,"-0.5868567733369927
"
CAPN1,"-0.5868567733369927
"
NBL1,"-0.5868567733369927
"
MITF,"-0.5868567733369927
"
TWSG1,"-0.5868567733369927
"
MAD1L1,"-0.5868567733369927
"
FOXO3,"-0.5868567733369927
"
SLFN1,"-0.5868567733369927
"
NR1D1,"-0.5868567733369927
"
ANKRD54,"-0.5868567733369927
"
CTR9,"-0.5868567733369927
"
CLPTM1,"-0.5868567733369927
"
UBASH3B,"-0.5868567733369927
"
DUXBL1,"-0.5868567733369927
"
JAG1,"-0.32970105706476216
"
ZFPM1,"-0.5868567733369927
"
BRD1,"-0.5868567733369927
"
GPER1,"-0.32970105706476216
"
CYP19A1,"-0.5868567733369927
"
