Gene,Mutation CDF
Gm8835,0.3843367185726985
Gm8868,0.32333382461890137
Gm8877,0.3533642264425757
Gm8878,0.3843367185726985
Gm9573,0.3457614477485237
Gm9574,0.3307436322180043
Gm9577,0.36102597454444907
Gm9612,0.3533642264425757
Gm9613,0.32333382461890137
Gm9840,0.3457614477485237
Gnl1,0.3307436322180043
Gpank1,0.3382203653561903
Gpsm3,0.3382203653561903
Gtf2h4,0.4402401498218237
H2-Aa,0.999199963222452
H2-Ab1,0.9999999999802441
H2-Bl,0.3307436322180043
H2-D1,0.44835258379040765
H2-DMa,0.47280627678975723
H2-DMb1,0.9999045992511092
H2-DMb2,0.8936306086075811
H2-Ea-ps,0.8039708958010161
H2-Eb1,0.9512184757259706
H2-Eb2,0.7356519373379616
H2-K1,0.9999999999999526
H2-K2,0.7356519373379616
H2-Ke6,0.392205700067496
H2-M10.1,0.3382203653561903
H2-M10.2,0.3457614477485237
H2-M10.3,0.3307436322180043
H2-M10.4,0.37651511907242724
H2-M10.5,0.3843367185726985
H2-M10.6,0.37651511907242724
H2-M11,0.3843367185726985
H2-M2,0.3382203653561903
H2-M3,0.3307436322180043
H2-M5,0.3457614477485237
H2-M6-ps,0.3307436322180043
H2-M9,0.3457614477485237
H2-Oa,0.8936306086075811
H2-Ob,0.9079460778376941
H2-Pa,0.7618111405700521
H2-Pb,0.6719037180872669
H2-Q1,0.392205700067496
H2-Q10,0.3307436322180043
H2-Q2,0.40807355145298707
H2-Q3,0.36102597454444907
H2-Q4,0.37651511907242724
H2-Q5,0.36102597454444907
H2-T10,0.32333382461890137
H2-T22,0.32333382461890137
H2-T23,0.3457614477485237
H2-T3,0.3307436322180043
Hnrnpm,0.5301045729548909
Hsf2bp,0.49736292459449494
Hspa1a,0.32333382461890137
Hspa1b,0.32333382461890137
Ier3,0.32333382461890137
Kank3,0.3307436322180043
Kctd20,0.3457614477485237
Kifc1,0.8777731647724336
Lsm2,0.32333382461890137
Lst1,0.48917166139007057
Lta,0.42409363327682775
Ltb,0.3382203653561903
Ly6g5b,0.32333382461890137
Ly6g5c,0.36874389409229646
Ly6g6c,0.3457614477485237
Ly6g6d,0.40807355145298707
Ly6g6e,0.36102597454444907
Mdc1,0.3382203653561903
Mdga1,0.48917166139007057
Mir6970,0.32333382461890137
Mir6971,0.32333382461890137
Mir6974,0.32333382461890137
Mir7667,0.6417099050645158
Mir8094,0.3307436322180043
Mog,0.3457614477485237
Morc2b,0.46463903956603303
Msh5,0.44835258379040765
Mtch1,0.6569320740466202
Myo1f,0.5626438187592302
Ndufa7,0.3457614477485237
Ndufv3,0.36102597454444907
Nelfe,0.3307436322180043
Nfkbil1,0.4001190128282391
Notch3,0.47280627678975723
Notch4,0.979669167125395
Nrm,0.37651511907242724
Olfr102,0.32333382461890137
Olfr103,0.3457614477485237
Olfr104-ps,0.32333382461890137
Olfr105-ps,0.3457614477485237
Olfr106-ps,0.41606615950838
Olfr107,0.3382203653561903
Olfr108,0.32333382461890137
Olfr109,0.32333382461890137
Olfr111,0.36874389409229646
Olfr112,0.3457614477485237
Olfr114,0.32333382461890137
Olfr115,0.3307436322180043
Olfr116,0.3382203653561903
Olfr117,0.32333382461890137
Olfr118,0.3457614477485237
Olfr119,0.3382203653561903
Olfr120,0.3533642264425757
Olfr121,0.36102597454444907
Olfr122,0.40807355145298707
Olfr123,0.3382203653561903
Olfr124,0.3307436322180043
Olfr125,0.36874389409229646
Olfr127,0.3382203653561903
Olfr128,0.3382203653561903
Olfr129,0.3382203653561903
Olfr130,0.32333382461890137
Olfr131,0.32333382461890137
Olfr133,0.32333382461890137
Olfr136,0.32333382461890137
Olfr137,0.32333382461890137
Olfr138,0.3382203653561903
Olfr239,0.42409363327682775
Olfr55,0.4564866739651216
Olfr63,0.4564866739651216
Olfr754-ps1,0.32333382461890137
Olfr755-ps1,0.36102597454444907
Olfr756-ps1,0.36874389409229646
Olfr757-ps1,0.32333382461890137
Olfr758-ps1,0.3382203653561903
Olfr759-ps1,0.37651511907242724
Olfr760-ps1,0.3382203653561903
Olfr761,0.32333382461890137
Olfr762-ps1,0.32333382461890137
Olfr90,0.3843367185726985
Olfr91,0.44835258379040765
Olfr92,0.36102597454444907
Olfr93,0.32333382461890137
Olfr94,0.3307436322180043
Olfr96,0.32333382461890137
Olfr97,0.37651511907242724
Olfr98,0.3307436322180043
Olfr99,0.3457614477485237
Pbx2,0.32333382461890137
Pde9a,0.9348645336416923
Pdxk-ps,0.7489117508848748
Pfdn6,0.6938465343134047
Pglyrp2,0.42409363327682775
Pi16,0.538266904125979
Pim1,0.40807355145298707
Pknox1,0.3533642264425757
Pnpla1,0.6340116699203996
Pnpla1os,0.4402401498218237
Pou5f1,0.42409363327682775
Ppil1,0.9701279654600694
Ppp1r10,0.3307436322180043
Ppp1r11,0.3382203653561903
Ppp1r18,0.3307436322180043
Ppt2,0.36874389409229646
Pram1,0.7010139441315211
Prr3,0.32333382461890137
Prrc2a,0.3843367185726985
Prrt1,0.3307436322180043
Psmb8,0.5626438187592302
Psmb9,0.8151304644690215
Psors1c2,0.3382203653561903
Pxt1,0.3307436322180043
Rab11b,0.6184551058540628
Rab44,0.4321527256015544
Rasal3,0.3843367185726985
Rgl2,0.8205591215490331
Ring1,0.36874389409229646
Rnf39,0.3457614477485237
Rnf5,0.32333382461890137
Rnf8,0.42409363327682775
RP23-106N22.5,0.3382203653561903
RP23-364A24.1,0.4321527256015544
RP23-98F21.12,0.42409363327682775
Rpl35a-ps3,0.3382203653561903
Rpl9-ps5,0.32333382461890137
Rpp21,0.32333382461890137
Rps18,0.5301045729548909
Rrp1b,0.6184551058540628
Rsph1,0.4564866739651216
Rxrb,0.3382203653561903
Sapcd1,0.46463903956603303
Sik1,0.42409363327682775
Skiv2l,0.32333382461890137
Skiv2l-ps1,0.3382203653561903
Slc37a1,0.44835258379040765
Slc39a7,0.36874389409229646
Slc44a4,0.3307436322180043
Srsf3,0.4001190128282391
Stk19,0.40807355145298707
Stk19-ps1,0.46463903956603303
Stk38,0.44835258379040765
Tap1,0.6493509641013738
Tap2,0.780460028474715
Tapbp,0.48098496307208854
Tbc1d22b,0.40807355145298707
Tbc1d22bos,0.42409363327682775
Tff1,0.37651511907242724
Tff3,0.32333382461890137
Tmem217,0.3307436322180043
Tmprss3,0.4402401498218237
Tnf,0.3307436322180043
Tnxa,0.5464131487875187
Tnxb,0.8858980195064106
Trim10,0.392205700067496
Trim15,0.3382203653561903
Trim26,0.4402401498218237
Trim31,0.4321527256015544
Trim39,0.32333382461890137
Trim40,0.3843367185726985
Trp53cor1,0.7982410759877611
U2af1,0.3533642264425757
Ubash3a,0.5947645694211685
Ubd,0.36102597454444907
Umodl1,0.8039708958010161
Vars,0.32333382461890137
Vars2,0.392205700067496
Vhl-ps1,0.32333382461890137
Vps52,0.9907386369087631
Wdr4,0.3382203653561903
Wdr46,0.7081041603301703
Wiz,0.42409363327682775
Zbtb12,0.32333382461890137
Zbtb22,0.32333382461890137
Zfand3,0.37651511907242724
Zfp101,0.42409363327682775
Zfp414,0.32333382461890137
Zfp422-rs1,0.5301045729548909
Zfp472,0.5464131487875187
Zfp563,0.6719037180872669
Zfp57,0.3382203653561903
Zfp763,0.46463903956603303
Zfp799,0.42409363327682775
Zfp81,0.5301045729548909
Zfp811,0.3382203653561903
Zfp870,0.8509954751807729
Zfp871,0.40807355145298707
Zfp952,0.42409363327682775
Zfp955a,0.554539910851159
Zfp955b,0.5055552997637276
Znrd1,0.3307436322180043
