Gene,Mutation Z-Score
Gm17657,-0.3400619424934962
Gm28052,-0.44529119410048024
Tmem217,-0.44529119410048024
Tbc1d22bos,-0.44529119410048024
Mir7667,-0.07698881347603619
Tbc1d22bos,-0.3400619424934962
Gm28043,-0.44529119410048024
Rnf8,-0.28744731669000423
Cmtr1,-0.3400619424934962
Mdga1,-0.3926765682969882
Gm16758,-0.3926765682969882
Mdga1,-0.28744731669000423
Gm22327,-0.28744731669000423
Zfand3,-0.3926765682969882
Gm25049,-0.3926765682969882
RP23-364A24.1,-0.44529119410048024
Btbd9,-0.28744731669000423
Glo1,-0.28744731669000423
Dnah8,-0.44529119410048024
1700097N02Rik,-0.3400619424934962
Dnah8,-0.44529119410048024
Gm24661,-0.3400619424934962
Glp1r,-0.1822180650830202
Umodl1,-0.28744731669000423
Gm24026,-0.2348326908865122
Gm25447,-0.28744731669000423
Tff3,-0.44529119410048024
Tmprss3,-0.2348326908865122
Ubash3a,-0.2348326908865122
Rsph1,-0.28744731669000423
Slc37a1,-0.1822180650830202
Pde9a,0.8174598251833279
Ndufv3,-0.3926765682969882
RP23-106N22.5,-0.3400619424934962
4833413E03Rik,-0.44529119410048024
Gm24970,-0.44529119410048024
Pknox1,-0.44529119410048024
Cbs,0.13346968973793183
U2af1,-0.3926765682969882
Sik1,-0.3400619424934962
Hsf2bp,-0.28744731669000423
Gm25883,-0.3400619424934962
Rrp1b,-0.44529119410048024
Hsf2bp,-0.1822180650830202
Rrp1b,-0.3400619424934962
Pdxk-ps,-0.28744731669000423
Gm17276,-0.2348326908865122
Notch3,-0.3400619424934962
Ephx3,-0.2348326908865122
Gm26549,-0.3926765682969882
Brd4,-0.1296034392795282
Akap8,-0.44529119410048024
Akap8l,-0.44529119410048024
Gm26858,-0.44529119410048024
Rasal3,-0.2348326908865122
Pglyrp2,-0.3400619424934962
Cyp4f39,-0.44529119410048024
Cyp4f17,-0.44529119410048024
Cyp4f15,-0.1822180650830202
Gm17115,-0.07698881347603619
Zfp871,-0.3926765682969882
Gm23294,-0.07698881347603619
Gm25555,0.08085506393443984
Zfp799,-0.3926765682969882
Zfp870,-0.1296034392795282
Cyp4f14,-0.1296034392795282
Cyp4f13,0.13346968973793183
Gm25667,-0.44529119410048024
Cyp4f41-ps,-0.1296034392795282
Zfp472,-0.2348326908865122
Zfp952,-0.3926765682969882
Zfp763,-0.2348326908865122
4921501E09Rik,-0.2348326908865122
Zfp563,-0.07698881347603619
Morc2b,-0.3400619424934962
Olfr55,-0.44529119410048024
Gm4461,-0.2348326908865122
Olfr63,-0.3400619424934962
Zfp422-rs1,-0.3926765682969882
Zfp81,-0.3400619424934962
Zfp101,-0.3400619424934962
Actl9,-0.3400619424934962
Adamts10,0.6596159477728519
Myo1f,-0.28744731669000423
Gm20507,-0.3400619424934962
Pram1,0.028240438130947825
Hnrnpm,-0.2348326908865122
2-Mar,-0.2348326908865122
Gm22943,-0.3926765682969882
Cchcr1,-0.3926765682969882
Psors1c2,-0.44529119410048024
Gm9613,-0.44529119410048024
2300002M23Rik,-0.2348326908865122
Gm9573,-0.3926765682969882
Dpcr1,-0.44529119410048024
Vars2,-0.1822180650830202
Gtf2h4,-0.3400619424934962
Ddr1,-0.2348326908865122
Gm20443,-0.3400619424934962
Gm20442,-0.28744731669000423
4833427F10Rik,-0.3400619424934962
Flot1,-0.44529119410048024
Nrm,-0.44529119410048024
Ppp1r18,-0.3926765682969882
Gm28033,-0.3926765682969882
Dhx16,-0.1296034392795282
Gm16279,-0.3926765682969882
2310061I04Rik,-0.3926765682969882
Gm16279,-0.3400619424934962
2310061I04Rik,-0.1296034392795282
Atat1,-0.3926765682969882
Abcf1,-0.44529119410048024
Gnl1,-0.3926765682969882
H2-T23,-0.3926765682969882
H2-Bl,-0.44529119410048024
C920025E04Rik,-0.44529119410048024
H2-T10,-0.44529119410048024
2410017I17Rik,-0.44529119410048024
Gm20447,-0.3926765682969882
Gm8835,-0.28744731669000423
Gm5682,-0.3926765682969882
Gm8835,-0.44529119410048024
Gm20392,-0.44529119410048024
Gm10074,-0.3400619424934962
Gm20391,-0.44529119410048024
Gm318,-0.44529119410048024
Gm4256,-0.28744731669000423
Gm9612,-0.44529119410048024
Gm4830,-0.3400619424934962
H2-M10.4,-0.44529119410048024
H2-M9,-0.3926765682969882
Gm20525,-0.3926765682969882
Gm20526,-0.3926765682969882
Gm4271,-0.28744731669000423
Gm8878,-0.28744731669000423
H2-M10.5,-0.2348326908865122
H2-M10.6,-0.44529119410048024
Trim26,-0.44529119410048024
Trim40,-0.44529119410048024
Trim31,-0.44529119410048024
Rnf39,-0.44529119410048024
Mog,-0.44529119410048024
Gabbr1,-0.3400619424934962
RP23-98F21.12,-0.1822180650830202
Olfr90,-0.28744731669000423
Olfr91,-0.3400619424934962
Gm4831,-0.3400619424934962
Olfr92,-0.28744731669000423
Gm19807,-0.44529119410048024
Esp34,-0.28744731669000423
Esp31,-0.2348326908865122
Esp24,-0.3400619424934962
Gm21903,-0.44529119410048024
Esp23,-0.3400619424934962
Esp18,-0.1296034392795282
